event_id,shipment_id,event_timestamp,event_type,severity,delay_minutes,location,description
EVT-000739,SHP-0203,2026-08-02 07:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000740,SHP-0203,2026-08-02 15:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000741,SHP-0203,2026-08-02 23:00:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000742,SHP-0204,2026-08-24 08:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000743,SHP-0204,2026-08-24 16:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000744,SHP-0204,2026-08-25 00:00:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000745,SHP-0205,2026-08-20 23:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000746,SHP-0205,2026-08-21 00:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000747,SHP-0205,2026-08-21 02:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000748,SHP-0206,2026-08-05 02:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000749,SHP-0206,2026-08-05 09:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000750,SHP-0206,2026-08-05 16:54:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000751,SHP-0207,2026-08-21 10:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000752,SHP-0207,2026-08-21 18:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000753,SHP-0207,2026-08-22 02:00:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000754,SHP-0208,2026-08-08 09:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000755,SHP-0208,2026-08-08 16:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000756,SHP-0208,2026-08-08 23:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000757,SHP-0209,2026-08-26 15:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000758,SHP-0209,2026-08-26 18:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000759,SHP-0209,2026-08-26 22:06:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000760,SHP-0210,2026-08-01 10:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000761,SHP-0210,2026-08-01 17:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000762,SHP-0210,2026-08-02 00:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000763,SHP-0211,2026-08-28 06:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000764,SHP-0211,2026-08-28 07:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000765,SHP-0211,2026-08-28 09:48:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000766,SHP-0212,2026-08-05 16:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000767,SHP-0212,2026-08-05 17:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000768,SHP-0212,2026-08-05 19:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000769,SHP-0213,2026-08-30 09:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000770,SHP-0213,2026-08-30 16:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000771,SHP-0213,2026-08-30 23:54:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000772,SHP-0214,2026-08-09 15:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000773,SHP-0214,2026-08-09 22:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000774,SHP-0214,2026-08-10 05:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000775,SHP-0215,2026-08-21 01:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000776,SHP-0215,2026-08-21 02:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000777,SHP-0215,2026-08-21 04:48:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000778,SHP-0216,2026-08-04 14:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000779,SHP-0216,2026-08-04 22:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000780,SHP-0216,2026-08-05 06:00:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000781,SHP-0217,2026-08-25 14:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000782,SHP-0217,2026-08-25 21:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000783,SHP-0217,2026-08-26 04:54:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000784,SHP-0218,2026-08-14 16:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000785,SHP-0218,2026-08-14 19:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000786,SHP-0218,2026-08-14 23:06:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000787,SHP-0219,2026-08-21 22:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000788,SHP-0219,2026-08-21 23:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000789,SHP-0219,2026-08-22 01:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000790,SHP-0220,2026-08-17 10:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000791,SHP-0220,2026-08-17 13:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000792,SHP-0220,2026-08-17 17:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000793,SHP-0221,2026-08-14 11:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000794,SHP-0221,2026-08-14 18:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000795,SHP-0221,2026-08-15 01:54:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000796,SHP-0222,2026-08-02 14:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000797,SHP-0222,2026-08-02 22:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000798,SHP-0222,2026-08-03 06:00:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000799,SHP-0223,2026-08-03 23:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000800,SHP-0223,2026-08-04 02:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000801,SHP-0223,2026-08-04 06:06:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000802,SHP-0224,2026-08-23 11:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000803,SHP-0224,2026-08-23 14:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000804,SHP-0224,2026-08-23 18:06:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000805,SHP-0225,2026-08-03 02:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000806,SHP-0225,2026-08-03 05:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000807,SHP-0225,2026-08-03 07:11:35.322864,WEATHER_DISRUPTION,MEDIUM,327,R-007,Severe weather conditions affecting transport operations.
EVT-000808,SHP-0225,2026-08-03 07:26:35.322864,ETA_UPDATE,MEDIUM,327,R-007,Estimated arrival time updated following operational disruption.
EVT-000809,SHP-0225,2026-08-03 12:38:35.322864,DISRUPTION_RESOLVED,INFO,327,R-007,Historical operational disruption resolved.
EVT-000810,SHP-0225,2026-08-03 14:33:00.000000,ARRIVAL,INFO,327,PAR-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-000811,SHP-0226,2026-08-07 13:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000812,SHP-0226,2026-08-07 14:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000813,SHP-0226,2026-08-07 15:13:13.935120,VEHICLE_BREAKDOWN,LOW,115,R-001,Vehicle breakdown reported during transit.
EVT-000814,SHP-0226,2026-08-07 15:28:13.935120,ETA_UPDATE,LOW,115,R-001,Estimated arrival time updated following operational disruption.
EVT-000815,SHP-0226,2026-08-07 17:08:13.935120,DISRUPTION_RESOLVED,INFO,115,R-001,Historical operational disruption resolved.
EVT-000816,SHP-0226,2026-08-07 18:43:00.000000,ARRIVAL,INFO,115,BRU-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-000817,SHP-0227,2026-08-13 08:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000818,SHP-0227,2026-08-13 11:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000819,SHP-0227,2026-08-13 15:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000820,SHP-0228,2026-08-24 02:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000821,SHP-0228,2026-08-24 03:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000822,SHP-0228,2026-08-24 05:48:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000823,SHP-0229,2026-08-18 18:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000824,SHP-0229,2026-08-18 21:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000825,SHP-0229,2026-08-19 01:06:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000826,SHP-0230,2026-08-08 15:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000827,SHP-0230,2026-08-08 23:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000828,SHP-0230,2026-08-09 07:00:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000829,SHP-0231,2026-08-14 09:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000830,SHP-0231,2026-08-14 12:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000831,SHP-0231,2026-08-14 16:24:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000832,SHP-0232,2026-08-17 05:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000833,SHP-0232,2026-08-17 08:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000834,SHP-0232,2026-08-17 12:06:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000835,SHP-0233,2026-08-17 03:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000836,SHP-0233,2026-08-17 06:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000837,SHP-0233,2026-08-17 10:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000838,SHP-0234,2026-08-14 06:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000839,SHP-0234,2026-08-14 09:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000840,SHP-0234,2026-08-14 13:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000841,SHP-0235,2026-08-14 20:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000842,SHP-0235,2026-08-14 21:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000843,SHP-0235,2026-08-14 22:37:36.131091,WEATHER_DISRUPTION,MEDIUM,130,R-001,Severe weather conditions affecting transport operations.
EVT-000844,SHP-0235,2026-08-14 22:52:36.131091,ETA_UPDATE,MEDIUM,130,R-001,Estimated arrival time updated following operational disruption.
EVT-000845,SHP-0235,2026-08-15 00:47:36.131091,DISRUPTION_RESOLVED,INFO,130,R-001,Historical operational disruption resolved.
EVT-000846,SHP-0235,2026-08-15 01:58:00.000000,ARRIVAL,INFO,130,BRU-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-000847,SHP-0236,2026-08-28 09:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000848,SHP-0236,2026-08-28 10:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000849,SHP-0236,2026-08-28 12:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000850,SHP-0237,2026-08-30 04:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000851,SHP-0237,2026-08-30 05:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000852,SHP-0237,2026-08-30 07:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000853,SHP-0238,2026-08-03 19:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000854,SHP-0238,2026-08-03 22:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000855,SHP-0238,2026-08-04 02:24:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000856,SHP-0239,2026-08-24 13:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000857,SHP-0239,2026-08-24 15:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000858,SHP-0239,2026-08-24 17:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000859,SHP-0240,2026-08-30 03:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000860,SHP-0240,2026-08-30 06:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000861,SHP-0240,2026-08-30 10:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000862,SHP-0241,2026-08-26 04:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000863,SHP-0241,2026-08-26 07:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000864,SHP-0241,2026-08-26 11:06:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000865,SHP-0242,2026-08-19 01:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000866,SHP-0242,2026-08-19 04:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000867,SHP-0242,2026-08-19 08:06:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000868,SHP-0243,2026-08-09 23:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000869,SHP-0243,2026-08-10 06:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000870,SHP-0243,2026-08-10 13:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000871,SHP-0244,2026-08-05 10:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000872,SHP-0244,2026-08-05 12:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000873,SHP-0244,2026-08-05 12:44:42.902931,TRAFFIC_DELAY,LOW,86,R-006,Traffic congestion reported along shipment route.
EVT-000874,SHP-0244,2026-08-05 12:59:42.902931,ETA_UPDATE,LOW,86,R-006,Estimated arrival time updated following operational disruption.
EVT-000875,SHP-0244,2026-08-05 14:10:42.902931,DISRUPTION_RESOLVED,INFO,86,R-006,Historical operational disruption resolved.
EVT-000876,SHP-0244,2026-08-05 16:14:00.000000,ARRIVAL,INFO,86,BRU-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-000877,SHP-0245,2026-08-11 12:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000878,SHP-0245,2026-08-11 15:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000879,SHP-0245,2026-08-11 19:06:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000880,SHP-0246,2026-08-17 09:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000881,SHP-0246,2026-08-17 12:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000882,SHP-0246,2026-08-17 16:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000883,SHP-0247,2026-08-19 11:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000884,SHP-0247,2026-08-19 14:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000885,SHP-0247,2026-08-19 18:24:00.000000,ARRIVAL,INFO,0,MIL-01,Shipment arrived at destination distribution centre.
EVT-000886,SHP-0248,2026-08-11 06:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000887,SHP-0248,2026-08-11 14:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000888,SHP-0248,2026-08-11 22:00:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000889,SHP-0249,2026-08-16 21:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000890,SHP-0249,2026-08-17 00:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000891,SHP-0249,2026-08-17 04:06:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000892,SHP-0250,2026-08-29 20:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000893,SHP-0250,2026-08-29 22:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000894,SHP-0250,2026-08-30 00:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000895,SHP-0251,2026-08-17 17:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000896,SHP-0251,2026-08-17 20:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000897,SHP-0251,2026-08-18 00:24:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000898,SHP-0252,2026-08-26 12:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000899,SHP-0252,2026-08-26 19:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000900,SHP-0252,2026-08-27 02:54:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000901,SHP-0253,2026-08-09 01:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000902,SHP-0253,2026-08-09 04:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000903,SHP-0253,2026-08-09 08:24:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000904,SHP-0254,2026-08-16 13:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000905,SHP-0254,2026-08-16 15:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000906,SHP-0254,2026-08-16 17:48:00.000000,ARRIVAL,INFO,0,FRA-01,Shipment arrived at destination distribution centre.
EVT-000907,SHP-0255,2026-08-02 05:00:00.000000,DEPARTURE,INFO,0,BRU-01,Shipment departed origin distribution centre.
EVT-000908,SHP-0255,2026-08-02 07:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000909,SHP-0255,2026-08-02 08:09:55.745440,TRAFFIC_DELAY,LOW,58,R-005,Traffic congestion reported along shipment route.
EVT-000910,SHP-0255,2026-08-02 08:24:55.745440,ETA_UPDATE,LOW,58,R-005,Estimated arrival time updated following operational disruption.
EVT-000911,SHP-0255,2026-08-02 09:07:55.745440,DISRUPTION_RESOLVED,INFO,58,R-005,Historical operational disruption resolved.
EVT-000912,SHP-0255,2026-08-02 10:46:00.000000,ARRIVAL,INFO,58,FRA-01,Shipment arrived at destination distribution centre after historical disruption.
EVT-000913,SHP-0256,2026-08-27 01:00:00.000000,DEPARTURE,INFO,0,PAR-01,Shipment departed origin distribution centre.
EVT-000914,SHP-0256,2026-08-27 02:54:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000915,SHP-0256,2026-08-27 04:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000916,SHP-0257,2026-08-03 07:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000917,SHP-0257,2026-08-03 14:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000918,SHP-0257,2026-08-03 21:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000919,SHP-0258,2026-08-15 15:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000920,SHP-0258,2026-08-15 17:24:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000921,SHP-0258,2026-08-15 19:48:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000922,SHP-0259,2026-08-02 23:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000923,SHP-0259,2026-08-03 02:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000924,SHP-0259,2026-08-03 06:24:00.000000,ARRIVAL,INFO,0,BRU-01,Shipment arrived at destination distribution centre.
EVT-000925,SHP-0260,2026-08-14 02:00:00.000000,DEPARTURE,INFO,0,MAD-01,Shipment departed origin distribution centre.
EVT-000926,SHP-0260,2026-08-14 09:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000927,SHP-0260,2026-08-14 16:54:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000928,SHP-0261,2026-08-13 10:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000929,SHP-0261,2026-08-13 18:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000930,SHP-0261,2026-08-14 02:00:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000931,SHP-0262,2026-08-08 04:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000932,SHP-0262,2026-08-08 12:00:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000933,SHP-0262,2026-08-08 20:00:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000934,SHP-0263,2026-08-16 05:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000935,SHP-0263,2026-08-16 08:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000936,SHP-0263,2026-08-16 12:24:00.000000,ARRIVAL,INFO,0,PAR-01,Shipment arrived at destination distribution centre.
EVT-000937,SHP-0264,2026-08-03 07:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000938,SHP-0264,2026-08-03 14:27:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000939,SHP-0264,2026-08-03 21:54:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000940,SHP-0265,2026-08-13 17:00:00.000000,DEPARTURE,INFO,0,FRA-01,Shipment departed origin distribution centre.
EVT-000941,SHP-0265,2026-08-13 20:33:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000942,SHP-0265,2026-08-14 00:06:00.000000,ARRIVAL,INFO,0,MAD-01,Shipment arrived at destination distribution centre.
EVT-000943,SHP-0266,2026-08-05 07:00:00.000000,DEPARTURE,INFO,0,MIL-01,Shipment departed origin distribution centre.
EVT-000944,SHP-0266,2026-08-05 10:42:00.000000,IN_TRANSIT,INFO,0,EN_ROUTE,Shipment confirmed in transit.
EVT-000945,SHP-0266,2026-08-05 12:14:54.912067,VEHICLE_BREAKDOWN,MEDIUM,343,R-009,Vehicle breakdown reported during transit.
EVT-000946,SHP-0266,2026-08-05 12:29:54.912067,ETA_UPDATE,MEDIUM,343,R-009,Estimated arrival time updated following operational disruption.
